"logFC","AveExpr","t","P.Value","adj.P.Val","B","TAIR"
-1.5498058287751,5.93309642464092,-14.4301149248293,2.71923777622065e-09,5.59102479168728e-05,11.3326315679055,"AT1G03090"
-1.71710065722545,5.63593027232955,-13.3708794244944,6.81579901268896e-09,7.00698217499489e-05,10.5348188468283,"AT2G38400"
-1.64232937208782,5.91090040046273,-11.7793028145986,3.07844281118057e-08,0.000210986208802279,9.24479380852586,"AT3G16340"
3.21392046220453,0.448118622190352,10.6062524456552,1.04875831885995e-07,0.000498622067222156,7.01091781579082,"AT5G59130"
1.32604686661416,2.85143925896255,10.4739719124729,1.21254332771304e-07,0.000498622067222156,7.88838755842783,"AT5G20140"
1.72239460014245,3.6514298832412,9.96666817469807,2.14521484454946e-07,0.000735129373646358,7.4631671461704,"AT1G32540"
2.06688067994816,4.26662813919912,9.74940560785737,2.75834339729282e-07,0.000810204265596252,7.24127449038932,"AT1G30530"
-3.18441084183318,7.73405788327556,-9.56772382529778,3.4151821618909e-07,0.000877744505382985,7.0223068469919,"AT1G32450"
-3.25427469835295,6.16134875699932,-9.30029246614512,4.70400000161489e-07,0.000984190725891271,6.71161808655388,"AT2G28780"
1.24854378310624,6.05460911688981,9.21888028897581,5.19283500029438e-07,0.000984190725891271,6.63208151039423,"AT5G13140"
1.19886300012888,7.95895737248758,9.2075032549863,5.26535576324302e-07,0.000984190725891271,6.49790424413496,"AT2G47780"
-2.23688896243153,5.44534726478926,-9.06888393027409,6.24123562011229e-07,0.00106938371320941,6.46011904758823,"AT3G62040"
-1.7829485810195,6.49675729155771,-8.92045575546355,7.50384790608507e-07,0.00112288095132586,6.30708484846537,"AT1G31770"
1.19862631723931,3.72144504972158,8.89039049713888,7.79133860753999e-07,0.00112288095132586,6.26206207723927,"AT2G42130"
-1.28154722836592,6.51232528157639,-8.85042434995086,8.19182640430322e-07,0.00112288095132586,6.22387321191466,"AT5G65210"
-1.26880431255361,6.70884034063018,-8.661592791886,1.04045945379971e-06,0.00116013402107103,5.99445070872907,"AT2G32150"
-3.12442494713265,5.49975302908882,-8.61520346819371,1.1040523111223e-06,0.00116013402107103,5.89343727750542,"AT1G15380"
0.948743014380142,2.73856744404949,8.57342089426561,1.16488266568355e-06,0.00116013402107103,5.82301025782951,"AT2G34460"
1.41894297849118,3.91026006881912,8.53251186432771,1.22791331873179e-06,0.00116013402107103,5.8366204160991,"AT3G52180"
-1.88154225865621,5.90109740741517,-8.51267407486641,1.25977815750237e-06,0.00116013402107103,5.81290563273988,"AT4G33420"
-1.09808715766305,7.83725134492699,-8.49790910116812,1.28406625123591e-06,0.00116013402107103,5.7653362249288,"AT1G54100"
2.07329477664541,2.63115490911996,8.46946115415088,1.33228075657139e-06,0.00116013402107103,5.70907958295355,"AT2G34810"
-1.03737053886168,7.03636328005837,-8.46643074554034,1.33752934530182e-06,0.00116013402107103,5.74939194743403,"AT3G20250"
1.02522443169836,4.69076138314658,8.4569024273319,1.35417618334248e-06,0.00116013402107103,5.74823233181939,"AT5G50250"
1.78494691907612,2.37455844448836,8.37774470839767,1.5013136670266e-06,0.00116469369816265,5.57256398000128,"AT3G22540"
1.23308086302997,4.34072253814676,8.36017117842555,1.53623475822635e-06,0.00116469369816265,5.62619622473506,"AT2G16430"
-1.26166443215179,5.02209796503449,-8.29893940712699,1.66483004047466e-06,0.00116469369816265,5.54389246924965,"AT5G57350"
0.927495424134072,5.52468218041796,8.29429117856828,1.67504949714531e-06,0.00116469369816265,5.54213005105758,"AT3G04790"
1.4111176253619,3.42065238880071,8.27712695973499,1.71336893442452e-06,0.00116469369816265,5.50956880678895,"AT2G44040"
1.97900294786239,0.629159002495307,8.27366784411951,1.72120390242921e-06,0.00116469369816265,4.96049210608041,"AT4G31760"
-1.31307207189282,4.47118252008106,-8.24668784508171,1.7836393812903e-06,0.00116469369816265,5.46474297523438,"AT2G31900"
0.894519768858225,3.711586813655,8.21980186133093,1.84826197462181e-06,0.00116469369816265,5.44142505703942,"AT3G61770"
-1.94499810976472,7.98207058050381,-8.21107188232208,1.86977772447739e-06,0.00116469369816265,5.41933112884145,"AT3G15450"
-1.18866818600484,5.01859815817379,-8.16161852148427,1.99680199201564e-06,0.00116469369816265,5.37090608520861,"AT4G24230"
0.981627572362073,3.29195692361618,8.14420385445616,2.04369405404092e-06,0.00116469369816265,5.3354182164557,"AT1G32220"
-0.887547291049062,6.76827619714078,-8.14003071593033,2.05510418783054e-06,0.00116469369816265,5.34337923211461,"AT3G14270"
-0.867844384733458,5.10854241788131,-8.09638537012315,2.17858549143552e-06,0.00116469369816265,5.29018482957123,"AT1G07040"
1.18864268339115,5.326051829389,8.09626050493608,2.17894988346416e-06,0.00116469369816265,5.28981072836769,"AT5G02890"
-1.26067280875673,4.78481301036953,-8.08597660166252,2.20918507019811e-06,0.00116469369816265,5.27059725762634,"AT2G30600"
-2.069854094168,3.5565034538243,-8.06609417647406,2.26891392434063e-06,0.00116627847995919,5.08384268344217,"AT1G31050"
