"logFC","AveExpr","t","P.Value","adj.P.Val","B","TAIR"
-1.23318051901062,5.87760170024811,-10.6457606672018,1.03212128379977e-12,1.20976975729691e-08,18.8450049223385,"AT3G52740"
-1.05816589288217,8.30369863705272,-10.5674546604376,1.26597923534629e-12,1.20976975729691e-08,18.6698933767012,"AT3G22600"
-1.13551243683431,7.30675384079046,-9.416696097596,2.79185801934923e-11,1.77859968219342e-07,15.6918114705818,"AT3G22620"
-1.46665999893986,3.66290767918886,-8.73739986932712,1.87844932820631e-10,8.97523089016975e-07,13.6328068753775,"AT3G25655"
-1.35041906991881,8.24400268212899,-8.52348677191147,3.46497380652582e-10,1.32445158780643e-06,13.2483141963393,"AT4G12545"
-1.1099537074476,6.04093304631181,-8.43630129859012,4.45416795767444e-10,1.41880096678457e-06,13.0031136218761,"AT1G30750"
-1.16221004948791,4.52598288307503,-8.3098593359937,6.42158902669251e-10,1.41957215974204e-06,12.6108271030006,"AT3G13435"
-1.42535244525551,9.35903076801132,-8.30193382052411,6.57095306260164e-10,1.41957215974204e-06,12.6259915046025,"AT4G12550"
-0.904337702223171,4.80826650259647,-8.27550838127772,7.09490488876165e-10,1.41957215974204e-06,12.5326916810614,"AT4G24130"
-0.741139036701547,6.05238716483165,-8.25973488148691,7.4276483870973e-10,1.41957215974204e-06,12.50733662408,"AT5G67300"
-1.00966470276586,4.71524098805343,-8.1000637718205,1.18316932634188e-09,2.05570292409509e-06,12.0375547042696,"AT1G10370"
-1.7559423153906,2.36983831231926,-8.04058675148407,1.40827623303274e-09,2.2250710447154e-06,11.2155285447074,"AT4G15248"
-1.30335820636216,5.15137732469408,-8.01602038683155,1.5134953736553e-09,2.2250710447154e-06,11.8108911868121,"AT3G56290"
-2.30038365135584,0.867227026650953,-7.95980294843443,1.78526405956456e-09,2.43714047902842e-06,9.36160377981832,"AT4G18422"
-1.19996707579425,5.16421661456108,-7.90859772886842,2.07568578829884e-09,2.64470045239783e-06,11.5068286114188,"AT5G13900"
