"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","osd_id","phase_shift","tissue","light_regime","is_circadian"
"GO:0009585 (red, far-red light phototransduction)",0.986564299424184,1,-0.166649316799698,-0.530252357590927,4111,20,"AT2G46370;AT5G48150;AT3G59060;AT1G25540;AT4G38740;AT2G25930;AT3G22170;AT4G02440","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009611 (response to wounding)",0.0004149377593361,0.00401106500691563,-0.372911806645478,-1.90275208412686,0,201,"AT1G15380;AT3G61060;AT3G14050;AT3G48360;AT1G73260;AT1G72300;AT5G18860;AT1G49570;AT5G24090;AT4G32940;AT1G79380;AT1G31710;AT3G51440;AT1G59580;AT3G29035;AT1G07640;AT2G02220;AT5G14780;AT1G72520;AT4G08500;AT1G16160;AT1G66760;AT5G10300;AT4G13280;AT5G56550;AT2G46370;AT3G21240;AT3G13790;AT5G63970;AT1G80440;AT5G47240;AT1G62810;AT4G20140;AT4G12030;AT3G48520;AT3G43440;AT3G44260;AT3G16470;AT3G44540;AT2G42490;AT5G59820;AT4G11280;AT1G05630;AT1G74020;AT2G32700;AT2G37040;AT3G45640;AT1G33980;AT1G71697;AT5G53750;AT1G53165;AT3G61190;AT1G64280;AT4G13300;AT1G18150;AT1G73500;AT1G17750;AT3G44550;AT3G24550;AT3G54420;AT4G35770;AT1G27730;AT5G43580;AT5G64900;AT2G32800;AT5G50200;AT5G47010;AT4G24220;AT5G60300;AT1G19020;AT3G15356;AT5G44585;AT5G63450;AT3G53260;AT1G70700;AT5G46050;AT1G16090;AT3G25250;AT5G14200;AT5G63770;AT1G51760;AT2G34600;AT5G06320;AT1G80840;AT5G43570;AT2G06050;AT3G19710;AT1G51680;AT1G43160;AT1G73080;AT5G08790;AT1G48500;AT1G32920;AT5G24770;AT2G26690;AT1G61340;AT5G20230;AT1G17380;AT3G51450;AT5G46590;AT1G20510;AT3G43670;AT2G39940;AT2G30020;AT1G01470;AT5G09810;AT1G72450;AT1G76930;AT5G57800;AT1G76680;AT2G47800;AT3G51460;AT5G44572;AT1G42540;AT4G21440","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009615 (response to virus)",0.0809868597479217,0.178787600412367,-0.343899777376189,-1.3270284449605,301,43,"AT5G57685;AT3G51440;AT1G70690;AT5G04890;AT3G58350;AT1G05760;AT1G50030;AT2G22010;AT3G22640;AT2G43570;AT3G45240;AT1G14790;AT5G60550;AT5G45190;AT4G13350;AT5G43980;AT3G04720;AT5G64960;AT3G51450;AT3G51430;AT5G02490;AT5G44870;AT3G13060;AT5G10270;AT3G60240;AT5G37660;AT3G12580;AT3G13460","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009617 (response to bacterium)",0.00103412616339193,0.00673237236983728,-0.370666981467961,-1.74139581470668,2,118,"AT4G24230;AT2G33830;AT5G49450;AT4G24180;AT1G80460;AT3G50260;AT1G60490;AT4G34390;AT3G53180;AT3G55150;AT1G08720;AT2G02220;AT4G19660;AT3G52430;AT1G72520;AT1G07000;AT3G56400;AT3G44300;AT1G43850;AT4G31550;AT2G44490;AT2G32700;AT3G45640;AT1G59870;AT4G14640;AT1G64280;AT5G24530;AT1G62660;AT3G54420;AT3G09830;AT1G01340;AT1G73805;AT4G04695;AT3G50930;AT1G18570;AT1G22885;AT4G23810;AT2G32800;AT1G66700;AT1G19020;AT3G50480;AT2G28400;AT5G44585;AT1G69900;AT5G26920;AT5G57220;AT5G06320;AT5G61420;AT5G10380;AT1G31930;AT1G65500;AT3G14310;AT1G22890;AT1G79680;AT1G61340;AT2G45220;AT5G49520;AT4G10500;AT1G20510;AT5G67160;AT5G02490;AT1G56240;AT1G25220;AT4G39950;AT3G26830","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009620 (response to fungus)",0.000315357931251971,0.00356436528598724,-0.441852822608309,-2.02537866230416,0,98,"AT3G06380;AT5G38280;AT3G51440;AT3G55150;AT1G25280;AT1G08720;AT3G44326;AT4G19660;AT1G07000;AT5G05190;AT3G21240;AT2G43790;AT1G51800;AT1G32940;AT1G79670;AT2G01650;AT1G56540;AT1G21010;AT3G05360;AT1G43850;AT5G50670;AT4G20000;AT1G66480;AT2G32700;AT1G59870;AT5G24530;AT1G71930;AT1G73500;AT1G05010;AT2G39660;AT5G67620;AT3G06490;AT3G24550;AT5G17350;AT1G28190;AT3G16030;AT2G18280;AT5G12340;AT2G47900;AT3G10985;AT3G50480;AT1G76600;AT3G50460;AT3G25780;AT5G26920;AT1G06620;AT1G61850;AT2G06050;AT1G51680;AT3G14310;AT5G08790;AT1G79680;AT2G45220;AT1G29195;AT3G03280;AT3G51450;AT4G10500;AT5G11510;AT5G08370;AT1G11310;AT3G51430;AT5G62380","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009624 (response to nematode)",0.0336004932182491,0.0900719103917769,-0.31091339303372,-1.37749662723837,108,83,"AT4G32650;AT1G73260;AT3G43790;AT5G14940;AT2G41800;AT2G38120;AT1G60960;AT5G27350;AT2G30080;AT1G64780;AT5G13740;AT2G39350;AT3G60160;AT5G53550;AT5G13580;AT3G11900;AT1G43850;AT3G22600;AT1G69850;AT1G72140;AT3G51860;AT2G32700;AT2G47260;AT4G17500;AT5G57110;AT5G38030;AT2G40460;AT4G17490;AT5G46040;AT2G38290;AT3G17700;AT3G10985;AT3G12100;AT1G58340;AT3G45680;AT1G20840","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009625 (response to insect)",0.000779220779220779,0.00546310832025118,-0.498174654407616,-1.81268934738407,2,34,"AT1G73260;AT1G17860;AT1G66340;AT4G19840;AT5G45800;AT1G07640;AT3G52430;AT3G56400;AT1G16670;AT5G23010;AT5G65040;AT1G74080;AT1G64280","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009626 (plant-type hypersensitive response)",0.000568828213879408,0.00459382785386155,-0.454064106258672,-1.91775768621589,1,65,"AT1G02860;AT1G14780;AT4G05200;AT4G24290;AT3G48090;AT5G45250;AT4G11530;AT1G29340;AT4G19660;AT3G52430;AT5G64930;AT5G45110;AT4G33430;AT1G12220;AT1G28380;AT5G48380;AT5G50260;AT1G29690;AT5G61900;AT3G55830;AT5G45260;AT4G03110;AT1G59870;AT4G23270;AT4G23190;AT2G13790;AT3G25070;AT3G54420;AT4G02640","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009627 (systemic acquired resistance)",0.0679428417363171,0.154812617956322,-0.3492302009629,-1.35265161457415,251,44,"AT1G02860;AT3G07690;AT3G48090;AT3G01420;AT4G19660;AT3G52430;AT5G64930;AT5G45110;AT2G46370;AT5G64570;AT3G53980;AT3G12250;AT5G05960;AT2G38470;AT1G59870;AT1G64280;AT2G37870;AT2G43570;AT2G23560;AT3G04740","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009630 (gravitropism)",0.49944382647386,0.67224717571798,0.274846057726738,0.973521914930662,3142,44,"AT5G35220;AT2G18390;AT1G70940;AT4G35987;AT2G18040;AT3G62100;AT5G14090;AT2G19690;AT3G48550","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009631 (cold acclimation)",0.349675224249923,0.543288805823208,0.284199899574335,1.06680073275239,2260,59,"AT2G46810;AT1G29390;AT1G77490;AT1G06960;AT1G08780;AT5G67590;AT1G10760;AT4G24770;AT1G74960;AT3G53460;AT3G14080;AT3G61950;AT5G38480;AT5G23290;AT1G36160;AT5G49510","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009637 (response to blue light)",0.024926000934725,0.071634182866462,0.40803521986926,1.50216942823101,159,53,"AT5G55280;AT4G18390;AT1G08540;AT2G34640;AT1G08810;AT4G34530;AT5G58140;AT1G26260;AT5G43630;AT1G66840;AT5G02200;AT1G09780;AT1G10120;AT5G28490;AT5G39760;AT4G31390;AT1G63980;AT3G01490","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009638 (phototropism)",0.471051983247105,0.654751994143035,-0.294756475260049,-0.989780578224672,1911,24,"AT3G27580;AT1G04400;AT5G03640;AT5G20730;AT1G70800;AT2G26890;AT4G08920;AT2G43010;AT4G26610","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009639 (response to red or far red light)",0.777980737296579,0.887347449038421,0.249013484226366,0.791073843809687,4684,27,"AT4G36110;AT3G14870;AT1G53380;AT1G15550;AT1G09530;AT5G58960;AT4G15090;AT2G18010;AT4G38860;AT2G29090;AT4G19230;AT2G37678","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009640 (photomorphogenesis)",0.41725401747956,0.607780966100364,-0.244502585291903,-1.02074013272866,1479,62,"AT2G45430;AT3G55370;AT1G74660;AT2G46370;AT1G75520;AT4G11110;AT3G48780;AT5G48150;AT4G28860;AT1G78600;AT4G28880","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009641 (shade avoidance)",0.87883008356546,0.942342173638258,0.247370699979216,0.69217098953712,5047,16,"AT2G46970;AT1G70560;AT3G58850","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009644 (response to high light intensity)",0.0061262959472196,0.0254764157318557,0.458595109027868,1.6585187900212,38,49,"AT1G55480;AT3G47860;AT1G45474;AT5G64940;AT4G34190;AT2G39460;AT2G05620;AT1G32070;AT5G02120;AT4G26555;AT4G18290;AT2G42080;AT2G47450;AT3G55280;AT4G22260;AT4G14890;AT4G04850","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009646 (response to absence of light)",0.0022002200220022,0.011796137596953,-0.429296183704492,-1.69916049771609,7,49,"AT4G24230;AT3G06850;AT2G43400;AT3G13450;AT3G48390;AT3G47340;AT5G18170;AT1G02580;AT3G53200;AT4G24800;AT2G47270;AT1G04400;AT1G21400","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009651 (response to salt stress)",0.000587889476778366,0.00468841857730747,-0.319914116318981,-1.75234427007659,0,373,"AT1G54100;AT3G20250;AT5G13180;AT1G66280;AT1G62280;AT3G48360;AT1G32230;AT1G14080;AT2G30250;AT1G26440;AT3G06370;AT5G49450;AT1G27320;AT4G10310;AT5G24030;AT3G32980;AT1G66270;AT3G01470;AT1G10940;AT5G24090;AT1G13960;AT1G60490;AT2G01980;AT3G16940;AT1G66340;AT1G60940;AT2G47180;AT1G04120;AT4G24800;AT5G10230;AT3G19290;AT2G26650;AT4G08500;AT5G13330;AT3G28600;AT5G58940;AT3G19420;AT5G35410;AT3G08720;AT3G57530;AT5G39610;AT3G46930;AT1G28380;AT5G37370;AT2G40140;AT3G60140;AT5G25370;AT2G43790;AT2G01430;AT4G32150;AT3G22200;AT3G12360;AT3G51920;AT2G38760;AT5G27150;AT5G58670;AT3G55980;AT2G26190;AT3G21780;AT3G05360;AT3G55270;AT5G03280;AT1G31470;AT3G55530;AT3G62260;AT1G21610;AT1G50460;AT4G19810;AT1G69310;AT2G42400;AT3G44540;AT1G16060;AT1G08930;AT2G38470;AT2G44480;AT2G44490;AT1G60130;AT3G10930;AT1G55960;AT3G62770;AT1G08920;AT4G35985;AT5G23750;AT3G57480;AT5G01520;AT1G70170;AT1G53165;AT1G51470;AT1G59870;AT2G15390;AT1G73500;AT2G32860;AT1G10170;AT5G26751;AT3G02140;AT5G35750;AT1G47600;AT1G10570;AT4G39090;AT1G16540;AT3G44550;AT3G21370;AT4G30960;AT1G62660;AT5G12420;AT5G66880","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009658 (chloroplast organization)",0.000136948781155848,0.0028480108563674,0.711826908220096,3.12105558270744,0,154,"AT2G20570;AT5G48470;AT5G45390;AT5G64050;AT3G52750;AT4G28590;AT5G35220;AT4G33460;AT2G26840;AT5G24314;AT4G26150;AT3G23400;AT1G11750;AT5G55280;AT5G44650;AT3G54090;AT3G57180;AT5G18570;AT3G08010;AT1G08540;AT4G37920;AT1G49970;AT1G44000;AT2G24060;AT2G30950;AT5G39980;AT4G23940;AT5G14100;AT1G35680;AT4G16390;AT4G20130;AT5G19620;AT3G63190;AT1G11870;AT1G45230;AT5G55580;AT2G47940;AT2G25870;AT3G18680;AT5G63420;AT3G18420;AT3G47520;AT1G06950;AT1G12410;AT3G53890;AT1G63680;AT4G28740;AT3G44160;AT1G30610;AT1G09340;AT3G10350;AT2G48120;AT1G62750;AT3G62910;AT4G20360;AT1G69200;AT1G15510;AT4G39460;AT5G08050;AT3G04340;AT3G56290;AT4G38160;AT3G56940;AT5G23730;AT3G46630;AT1G21600;AT5G42480;AT4G01940;AT3G19220;AT1G24490;AT2G37860;AT2G43090;AT1G32080;AT2G03050;AT3G19180;AT5G56860;AT2G21170;AT1G10910;AT3G63140;AT4G34740;AT2G28000;AT2G04270;AT2G31840;AT3G46740;AT1G04770;AT5G42310;AT4G01800;AT3G26900;AT5G23040;AT5G15450;AT3G58830;AT2G31270;AT4G13670;AT2G31530;AT5G49940;AT2G32480;AT5G26742;AT5G17790;AT4G14605;AT1G49510;AT1G01790;AT5G53080;AT4G34020;AT1G67440;AT4G22260;AT3G48870;AT4G04850;AT5G44190;AT5G16620;AT3G57190","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009664 (plant-type cell wall organization)",0.710519011934499,0.844154803750857,-0.215067206975336,-0.872243928928081,2559,54,"AT5G06610;AT3G29810;AT5G56320;AT2G41480;AT3G53350;AT5G57560","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009682 (induced systemic resistance)",0.257568590350047,0.432444106956132,-0.374718534130345,-1.15803659331349,1088,18,"AT4G24180;AT3G56400;AT4G31550;AT2G44490;AT1G64280;AT1G18570;AT4G31500;AT5G57220;AT5G61420","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009686 (gibberellin biosynthetic process)",0.958025280228953,0.990632299491203,-0.193019180216143,-0.604807357005568,4016,19,"AT5G03730;AT2G36690;AT1G44090;AT5G25900;AT1G47990;AT4G02780;AT1G30040;AT5G07200;AT5G51310;AT1G02400;AT5G51810;AT1G79460;AT4G25420;AT2G20180;AT1G05160;AT4G21200;AT5G61780;AT1G15550;AT2G32440","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009693 (ethylene biosynthetic process)",0.0610649731314118,0.143093818870117,-0.450024920001764,-1.45160910905494,249,21,"AT1G12010;AT3G51770;AT3G59060;AT4G11280;AT4G08040;AT1G73500;AT1G05010;AT1G02500;AT2G41060;AT1G77330;AT3G49700;AT4G26200;AT3G56860;AT1G01480;AT3G15010","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009694 (jasmonic acid metabolic process)",0.367549668874172,0.559657968357331,-0.344483090838889,-1.06459646010038,1553,18,"AT2G23600;AT5G10300;AT2G46370;AT3G48520;AT2G23560;AT4G16690;AT5G63450;AT2G23610;AT4G37150;AT1G44350;AT2G23550;AT2G23620;AT5G07010","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009695 (jasmonic acid biosynthetic process)",0.634359750967525,0.779518978517309,0.286212467825896,0.885637235261911,3769,24,"AT2G43710;AT5G63380;AT1G13280;AT1G70480;AT2G33150","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009696 (salicylic acid metabolic process)",0.790132200188857,0.892953044404007,-0.260469659458235,-0.762215317693643,3346,15,"AT2G23600;AT5G10300","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009704 (de-etiolation)",0.0292691375129893,0.0803784177443417,0.552819991859053,1.57443696721884,168,17,"AT1G10370;AT3G08010;AT2G04030;AT3G59780;AT5G23060","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009718 (anthocyanin-containing compound biosynthetic process)",0.847419466574299,0.922617098420482,0.252281545534397,0.718500411138765,4892,17,"AT3G21560;AT4G01900;AT4G27430;AT1G56650;AT5G54060;AT3G29590","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009723 (response to ethylene)",0.000335457900033546,0.00356436528598724,-0.466878994962136,-2.16707324015488,0,109,"AT5G44790;AT1G19220;AT1G32230;AT1G53940;AT4G16110;AT4G24180;AT1G64060;AT4G32940;AT1G13960;AT3G51440;AT1G66340;AT1G02120;AT1G08720;AT1G19000;AT5G60360;AT4G24800;AT2G38120;AT5G64930;AT5G13330;AT5G02320;AT5G25620;AT3G51550;AT5G39610;AT3G16350;AT1G74840;AT2G35550;AT2G43790;AT3G20770;AT5G10200;AT3G09370;AT5G06100;AT3G16770;AT5G20730;AT5G03280;AT4G13260;AT2G25490;AT4G11280;AT5G47390;AT5G03730;AT2G47540;AT4G34460","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009733 (response to auxin)",0.0302466263378315,0.082400235317188,-0.239110910578263,-1.25277695691234,64,242,"AT5G63160;AT5G50760;AT4G31910;AT1G19220;AT3G48360;AT4G32880;AT5G25890;AT2G35050;AT2G41800;AT5G01490;AT1G31710;AT1G66340;AT5G45800;AT5G57740;AT1G74660;AT2G38120;AT1G17345;AT4G22620;AT5G39610;AT4G37610;AT5G54510;AT5G57560;AT5G54500;AT5G01990;AT1G62810;AT4G12550;AT3G09370;AT4G24390;AT2G33310;AT2G17500;AT5G53590;AT1G79570;AT2G39550;AT1G58220;AT1G71090;AT5G65670;AT2G04550;AT1G28130;AT5G20730;AT5G20810;AT5G12330;AT1G43850;AT1G14000;AT1G50030;AT4G18710;AT4G11280;AT2G32700;AT5G45710;AT5G54490;AT2G47260;AT1G59870;AT1G15050;AT4G30080;AT2G04160;AT1G71930;AT4G27260;AT4G27280;AT4G37390;AT4G00880;AT2G14960;AT5G57090;AT4G32810","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009734 (auxin-activated signaling pathway)",0.0265837104072398,0.0750460497337124,-0.350455142340128,-1.44350164086159,93,59,"AT3G48360;AT3G12090;AT4G14740;AT4G23410;AT2G28350;AT2G01950;AT4G04920;AT1G56010;AT5G54510;AT4G24390;AT5G65670;AT2G04550;AT2G23810;AT1G10210;AT1G14000;AT4G17350;AT4G11260","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009735 (response to cytokinin)",0.119331065759637,0.245591032111769,-0.300234343846313,-1.24239345598539,420,60,"AT1G67710;AT3G18780;AT1G03850;AT4G16110;AT1G10470;AT4G31920;AT1G74660;AT3G16857;AT2G26980;AT5G62920;AT5G06100;AT3G57040;AT1G58220;AT3G16770;AT4G37790","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009736 (cytokinin-activated signaling pathway)",0.000813008130081301,0.00557741061281581,-0.466014429975585,-1.83169233255863,2,47,"AT1G31770;AT5G02810;AT1G67710;AT2G01830;AT4G16110;AT1G27320;AT1G67030;AT1G10470;AT4G31920;AT3G16857;AT4G01540;AT3G21510;AT5G62920;AT3G57040;AT5G10720;AT1G68360;AT5G61380;AT1G10480","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009737 (response to abscisic acid)",0.000636132315521629,0.00484004339349249,-0.254744986448588,-1.4089956997368,0,414,"AT2G32150;AT1G54100;AT5G13180;AT3G14050;AT4G31910;AT3G48360;AT4G38470;AT4G21534;AT4G02590;AT3G08040;AT1G31710;AT2G02820;AT4G34390;AT1G05470;AT1G66340;AT3G01420;AT5G02310;AT2G47180;AT1G74660;AT3G19290;AT2G22570;AT5G13330;AT4G25580;AT5G58940;AT3G17410;AT5G39610;AT3G46930;AT1G65690;AT1G24190;AT5G05700;AT5G50720;AT5G14270;AT5G37740;AT4G04740;AT5G46350;AT2G26980;AT3G46620;AT5G25370;AT2G43790;AT4G32150;AT1G62810;AT3G51920;AT5G27420;AT5G58670;AT2G26190;AT3G09770;AT1G70670;AT4G23450;AT2G39550;AT4G29100;AT1G76180;AT2G04550;AT4G24130;AT1G70790;AT3G21780;AT4G37050;AT4G37790;AT3G26090;AT3G02850;AT3G55530;AT4G18010;AT1G63490;AT2G35940;AT1G63840;AT4G19810;AT5G23720;AT3G04110;AT4G05100;AT1G16060;AT3G55830;AT2G42490;AT4G02020;AT1G08930;AT5G47390;AT1G05630;AT1G08920;AT5G49620;AT3G57480;AT5G01520;AT2G46270;AT3G15040;AT1G75750;AT1G71960;AT1G71930;AT3G62090;AT5G59550;AT3G02140;AT5G35750;AT2G40530;AT2G43230;AT1G48000;AT4G28110;AT1G20440;AT1G62660;AT5G12420;AT4G28520;AT5G66880;AT3G22060;AT2G30470;AT4G21540;AT3G19580;AT3G56200;AT1G27730;AT5G37500;AT2G46680;AT5G46230;AT5G28520;AT4G21410;AT3G07370;AT5G44120;AT5G08560;AT4G04490;AT2G36690;AT3G29575;AT1G31760;AT1G44170;AT1G05510;AT1G51140;AT5G59320;AT2G47770;AT3G22380;AT5G13530;AT2G17840;AT2G38610;AT5G44610;AT1G03880;AT1G68670;AT2G28400;AT5G41580;AT2G40170;AT1G58340;AT4G34000;AT3G63210;AT5G46050;AT5G62490;AT1G29395;AT5G17640;AT5G52300;AT5G57050;AT1G12420;AT3G50980;AT5G04500;AT3G59370;AT2G25930;AT3G58450;AT3G50970;AT3G15210;AT2G40340;AT3G51810;AT5G19330;AT4G32910;AT4G23260;AT2G32020;AT2G21490;AT2G18960;AT3G48680;AT1G31930;AT4G33980;AT2G33700;AT3G47620;AT1G18100;AT3G58490;AT5G66400;AT5G40010","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009738 (abscisic acid-activated signaling pathway)",0.0350877192982456,0.0932748538011696,-0.292666375624071,-1.34362615568203,109,100,"AT3G48360;AT1G74740;AT1G64060;AT1G75380;AT4G15230;AT2G28350;AT2G17290;AT3G19290;AT1G73000;AT4G04920;AT3G57530;AT2G29940;AT2G26980;AT2G43790;AT1G62810;AT5G01550;AT5G58670;AT5G01560;AT4G37790;AT1G18890;AT1G63490;AT3G45640;AT1G71960;AT2G30360;AT3G04740;AT5G66880;AT2G46680;AT1G66600;AT5G13530;AT2G40180;AT2G28400;AT1G18720;AT4G34000;AT5G46790;AT3G56860;AT5G52300","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009739 (response to gibberellin)",0.268417874396135,0.444806763285024,-0.250470327960375,-1.0968575193773,888,78,"AT4G30270;AT3G11280;AT4G19700;AT4G36410;AT1G66340;AT2G16750;AT1G19000;AT1G74660;AT3G16350;AT1G74840;AT5G06100;AT5G13910;AT5G58787;AT5G27320;AT2G15230;AT5G47390;AT1G50420;AT4G09600;AT1G75750;AT3G63010;AT5G66880;AT2G31730","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009740 (gibberellic acid mediated signaling pathway)",0.405633061331929,0.593563975068282,-0.275310860793844,-1.02884599250853,1540,38,"AT4G30270;AT1G67030;AT2G03500;AT5G06100;AT1G68360;AT1G74670;AT1G10480;AT3G11440;AT2G39840","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009741 (response to brassinosteroid)",0.332260659694288,0.52084103411537,-0.278578611444523,-1.07496941220782,1238,43,"AT4G31910;AT4G30270;AT4G00720;AT1G74660;AT3G51550;AT5G57560;AT5G04240;AT4G15400;AT3G59060;AT3G50660;AT1G75750;AT1G71930;AT2G40530;AT1G18740;AT3G46290","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009742 (brassinosteroid mediated signaling pathway)",0.512426696453505,0.682522405714689,-0.238326808761099,-0.970087537370707,1834,55,"AT2G01950;AT4G33430;AT5G10450;AT4G39400;AT2G27210;AT4G15400;AT1G14000;AT4G18710;AT4G18890;AT2G13790;AT4G35230;AT1G63500;AT1G32130;AT3G46290;AT1G74500;AT5G41260;AT4G38740;AT3G63310;AT1G08420;AT1G75080;AT1G22300;AT1G78700;AT5G65430","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009744 (response to sucrose)",0.577154308617234,0.739406523891156,0.244627121071484,0.934212025757276,3743,66,"AT5G04140;AT1G08810;AT5G42890;AT1G42970;AT2G40220;AT2G28900;AT4G34160;AT5G65420;AT4G17670;AT5G47060;AT4G01900;AT1G16880;AT2G39990;AT1G01790;AT3G26650;AT2G22490","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009749 (response to glucose)",0.505151768309663,0.676891149287304,-0.242418045223504,-0.972998449196066,1813,52,"AT3G47340;AT4G39795;AT4G34390;AT4G04040;AT4G37220;AT5G13420;AT3G26090;AT1G74670;AT4G24400;AT1G16540;AT5G57090;AT3G16690;AT1G67890;AT4G35300;AT3G63210;AT1G20840;AT3G59370;AT1G76550","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009750 (response to fructose)",0.033583842179427,0.0900719103917769,-0.529476682103926,-1.57951568020222,142,16,"AT3G47340;AT4G34390;AT4G37220;AT1G74670;AT5G03730;AT3G16690;AT4G35300;AT1G20840;AT1G31930","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009751 (response to salicylic acid)",0.000340483486550902,0.00356436528598724,-0.491909246979794,-2.298641742934,0,114,"AT5G63160;AT1G02860;AT3G48360;AT1G53940;AT2G17520;AT3G11280;AT1G73260;AT4G32940;AT1G13960;AT1G31710;AT1G60490;AT3G51440;AT1G02120;AT3G01420;AT4G05320;AT4G19660;AT3G52430;AT5G45110;AT5G13330;AT5G02320;AT2G04880;AT2G40000;AT3G56400;AT4G37610;AT5G49570;AT1G62810;AT3G09370;AT3G61260;AT2G37710;AT1G12160;AT2G42490;AT1G15780;AT2G45820;AT3G61190;AT1G64280;AT5G24530;AT3G15040;AT4G19040;AT2G40530;AT4G23270;AT1G14790;AT4G04695;AT1G65510;AT2G14560;AT1G22885;AT4G23810;AT1G66700;AT2G38610;AT3G50480;AT2G28400;AT1G28480;AT5G46050;AT5G46070;AT3G59370;AT5G17960;AT5G06320;AT1G80840;AT1G65500;AT1G22890;AT1G43160;AT5G08790;AT1G79680;AT1G61340;AT5G04760;AT2G40750;AT3G51450;AT4G10500;AT5G11510","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009753 (response to jasmonic acid)",0.00374531835205993,0.0180022131656366,-0.330425080088407,-1.54404270028841,10,114,"AT5G59090;AT3G48360;AT1G53940;AT5G18860;AT3G15510;AT4G32940;AT1G13960;AT1G31710;AT3G51440;AT4G20860;AT1G07640;AT5G13330;AT2G46370;AT3G56400;AT4G12570;AT1G62810;AT3G09370;AT4G12030;AT3G16770;AT5G03280;AT1G12160;AT5G46760;AT3G16470;AT4G19810;AT2G42490;AT4G11280;AT1G74020;AT1G70170;AT3G50660;AT1G18150;AT1G17750;AT4G35770;AT4G02570;AT5G37500;AT4G14940;AT1G22885;AT5G64900;AT3G50480;AT2G28400;AT1G70700;AT5G46050;AT4G23100;AT5G14200;AT2G34600;AT1G06620;AT5G24780;AT1G65500;AT1G22890;AT1G43160;AT1G73080;AT5G08790;AT5G24770;AT2G26690;AT1G61340;AT1G47510;AT1G54040;AT1G17380;AT3G51450;AT1G20510;AT3G51430;AT5G67160;AT4G28910;AT3G43670;AT5G56750;AT1G44350;AT2G39940;AT1G72450;AT4G35890;AT1G76930","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009755 (hormone-mediated signaling pathway)",0.00542005420054201,0.0232080173150725,-0.52162593078343,-1.75159923096619,21,24,"AT3G13380;AT1G55610;AT2G01950;AT4G39270;AT2G42430;AT4G20270;AT4G00210;AT4G39400;AT4G08850;AT2G45420;AT4G00220;AT3G58190","OSD-38",-0.52,"whole_seedling","dark",FALSE
"GO:0009765 (photosynthesis, light harvesting)",0.482068245125348,0.661682994069236,0.349055633236698,0.976696848419199,2768,16,"AT5G57030;AT1G76570;AT5G01530;AT4G10340;AT1G15820","OSD-38",-0.52,"whole_seedling","dark",FALSE
