osd_id,sample_name,organism,condition,ecotype,genotype,tissue,hardware,light_regime,harvest_age_days,zt_known,zt_hours,study_title,assay_technology,platform,study_type
OSD-321,GSM4486074,Arabidopsis thaliana,ground_control,Col-0,Wild Type,whole_seedling,BRIC-PDFU (Petri Dish Fixation Unit),dark,,False,,Relevance of Unfolded Protein Response to Spaceflight-Induced Transcriptional Reprogramming in Arabidopsis,RNA Sequencing (RNA-Seq),Biological Research In Canisters (BRIC),
OSD-346,Athaliana_PhyA_Sample_112_0G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_115_0G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_132_0-08G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_134_0-11G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_152_0-25G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_155_0-39G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_212_0-42G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_172_0-64G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_215_0-65G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_232_0-68G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_174_0-88G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_234_0-92G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_117_0G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_119_0G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_137_0-08G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_140_0-13G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_157_0-25G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_159_0-34G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_217_0-42G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_219_0-58G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_177_0-64G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_237_0-68G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_180_1G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyA_Sample_240_1-05G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome A mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_113_0G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_133_0-1G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_153_0-3G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_213_0-5G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_173_0-76G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_233_0-8G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_118_0G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_138_0-1G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_158_0-3G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_218_0-5G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_178_0-76G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-346,Athaliana_PhyB_Sample_238_0-8G,Arabidopsis thaliana,flight,Landsberg erecta,Phytochrome B mutant,,European Modular Cultivation System (EMCS),unknown,,False,,"RNAseq analysis of the response of Arabidopsis thaliana phytochrome mutants (PhyA, PhyB) to fractional gravity under blue-light stimulation during spaceflight",RNA Sequencing (RNA-Seq),European Modular Cultivation System (EMCS),
OSD-427,GSM3331071,Arabidopsis thaliana,flight,Col-0,Wild Type,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331072,Arabidopsis thaliana,flight,Col-0,Wild Type,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331073,Arabidopsis thaliana,flight,Col-0,Wild Type,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331074,Arabidopsis thaliana,flight,Col-0,Wild Type,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331075,Arabidopsis thaliana,flight,Col-0,Wild Type,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331076,Arabidopsis thaliana,flight,Col-0,Wild Type,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331077,Arabidopsis thaliana,flight,Col-0,Wild Type,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331078,Arabidopsis thaliana,flight,Col-0,Wild Type,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331079,Arabidopsis thaliana,ground_control,Col-0,Wild Type,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331080,Arabidopsis thaliana,ground_control,Col-0,Wild Type,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331081,Arabidopsis thaliana,ground_control,Col-0,Wild Type,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331082,Arabidopsis thaliana,ground_control,Col-0,Wild Type,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331083,Arabidopsis thaliana,ground_control,Col-0,Wild Type,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331084,Arabidopsis thaliana,ground_control,Col-0,Wild Type,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331085,Arabidopsis thaliana,ground_control,Col-0,Wild Type,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331086,Arabidopsis thaliana,ground_control,Col-0,Wild Type,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331087,Arabidopsis thaliana,flight,Col-0,elp2-5,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331088,Arabidopsis thaliana,flight,Col-0,elp2-5,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331089,Arabidopsis thaliana,flight,Col-0,elp2-5,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331090,Arabidopsis thaliana,flight,Col-0,elp2-5,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331091,Arabidopsis thaliana,flight,Col-0,elp2-5,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331092,Arabidopsis thaliana,flight,Col-0,elp2-5,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331093,Arabidopsis thaliana,flight,Col-0,elp2-5,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331094,Arabidopsis thaliana,flight,Col-0,elp2-5,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331095,Arabidopsis thaliana,ground_control,Col-0,elp2-5,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331096,Arabidopsis thaliana,ground_control,Col-0,elp2-5,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331097,Arabidopsis thaliana,ground_control,Col-0,elp2-5,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331098,Arabidopsis thaliana,ground_control,Col-0,elp2-5,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331099,Arabidopsis thaliana,ground_control,Col-0,elp2-5,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331100,Arabidopsis thaliana,ground_control,Col-0,elp2-5,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331101,Arabidopsis thaliana,ground_control,Col-0,elp2-5,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331102,Arabidopsis thaliana,ground_control,Col-0,elp2-5,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331103,Arabidopsis thaliana,flight,Col-0,met1-7,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331104,Arabidopsis thaliana,flight,Col-0,met1-7,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331105,Arabidopsis thaliana,flight,Col-0,met1-7,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331106,Arabidopsis thaliana,flight,Col-0,met1-7,leaf,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331107,Arabidopsis thaliana,flight,Col-0,met1-7,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
OSD-427,GSM3331108,Arabidopsis thaliana,flight,Col-0,met1-7,root,Vegetable Production System (Veggie),continuous_light,11.0,False,,Characterizing Epigenetic Changes in Methylation Mutants (elp2-5 and met1-7) in Response to Spaceflight. [RNA-Seq],RNA Sequencing (RNA-Seq),"['Vegetable Production System (Veggie)', 'ISS Environmental Simulator (ISSES)']",
