gene,sample_name,expression,gene_name,osd_id
AT3G09600,Atha_Ws-2_sl-pool_FLT_Rep5_R2-FL-C1,-1.0338811679069444,GI,OSD-37
AT3G26740,Atha_Ws-2_sl-pool_FLT_Rep5_R2-FL-C1,0.7350944690241091,ELF3,OSD-37
AT3G46640,Atha_Ws-2_sl-pool_FLT_Rep5_R2-FL-C1,-1.658629570881297,TIC,OSD-37
AT5G02810,Atha_Ws-2_sl-pool_FLT_Rep5_R2-FL-C1,-1.8165537929454734,PRR7,OSD-37
AT5G24470,Atha_Ws-2_sl-pool_FLT_Rep5_R2-FL-C1,-0.6516373079123061,PRR5,OSD-37
AT5G61380,Atha_Ws-2_sl-pool_FLT_Rep5_R2-FL-C1,-0.6854382250327093,TOC1,OSD-37
AT1G01060,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,-0.961028492604219,LHY,OSD-37
AT1G75530,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,0.15540263849977903,LUX,OSD-37
AT2G40080,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,-1.554623370665269,ELF4,OSD-37
AT2G42830,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,0.4503723957451492,PRR9,OSD-37
AT2G46830,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,0.2735158582788227,CCA1,OSD-37
AT3G09600,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,-0.7258179875545525,GI,OSD-37
AT3G26740,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,-0.7710654819503574,ELF3,OSD-37
AT3G46640,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,0.3373394147261851,TIC,OSD-37
AT5G02810,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,-0.0025209047639987167,PRR7,OSD-37
AT5G24470,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,-0.8611364362255629,PRR5,OSD-37
AT5G61380,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,-1.7442140794561911,TOC1,OSD-37
AT1G01060,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,0.6197342892653168,LHY,OSD-37
AT1G75530,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,1.451088591211875,LUX,OSD-37
AT2G40080,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,-0.3154436991245394,ELF4,OSD-37
AT2G42830,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,1.5892701588876526,PRR9,OSD-37
AT2G46830,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,0.051306231211387485,CCA1,OSD-37
AT3G09600,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,-0.19632901881870796,GI,OSD-37
AT3G26740,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,-0.20716352624374032,ELF3,OSD-37
AT3G46640,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,-0.1909882318128752,TIC,OSD-37
AT5G02810,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,-0.8024871480115128,PRR7,OSD-37
AT5G24470,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,-0.5930205839020498,PRR5,OSD-37
AT5G61380,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,-0.5527643631499707,TOC1,OSD-37
AT1G01060,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,1.136651108232768,LHY,OSD-37
AT1G75530,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,-0.6990069910494591,LUX,OSD-37
AT2G40080,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,1.8147263337970216,ELF4,OSD-37
AT2G42830,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,1.4285014058623886,CCA1,OSD-37
AT3G09600,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,-1.831386705542101,GI,OSD-37
AT3G26740,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,-0.6448049712160301,ELF3,OSD-37
AT3G46640,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,-1.8145734349095295,TIC,OSD-37
AT5G02810,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,-0.5137282194233801,PRR7,OSD-37
AT5G24470,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,1.4651588645545814,PRR5,OSD-37
AT5G61380,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,0.20875482401179585,TOC1,OSD-37
AT1G01060,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,-0.09171315816670418,LHY,OSD-37
AT1G75530,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,0.8893909274165042,LUX,OSD-37
AT2G40080,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,-0.13892606291886161,ELF4,OSD-37
AT2G42830,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,0.9460066113303512,PRR9,OSD-37
AT2G46830,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,0.7421733978271325,CCA1,OSD-37
AT3G09600,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,-0.26290583879707025,GI,OSD-37
AT3G26740,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,-0.396783395330189,ELF3,OSD-37
AT3G46640,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,0.81699906633127,TIC,OSD-37
AT5G02810,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,0.20510180139607065,PRR7,OSD-37
AT5G24470,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,-0.6395781744655454,PRR5,OSD-37
AT5G61380,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,-0.4669155367031282,TOC1,OSD-37
AT1G01060,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,0.7082814853811874,LHY,OSD-37
AT1G75530,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,1.224014436693135,LUX,OSD-37
AT2G40080,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,-0.7931704154727128,ELF4,OSD-37
AT2G42830,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,1.256400081921415,CCA1,OSD-37
AT3G09600,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,-1.8387492656711726,GI,OSD-37
AT3G26740,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,-0.8119815581558069,ELF3,OSD-37
AT3G46640,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,-1.7571543896508746,TIC,OSD-37
AT5G02810,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,-1.8730860555392568,PRR7,OSD-37
AT5G24470,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,-0.3971737236034032,PRR5,OSD-37
AT5G61380,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,1.0050800756453149,TOC1,OSD-37
AT1G01060,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,2.3727414445391655,LHY,OSD-37
AT1G75530,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,3.11127475231379,LUX,OSD-37
AT2G40080,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,-0.9403117839996248,ELF4,OSD-37
AT2G42830,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,2.0066212260247904,PRR9,OSD-37
AT2G46830,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,-0.5086050400939202,CCA1,OSD-37
AT3G09600,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,-0.3146245789801811,GI,OSD-37
AT3G26740,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,-0.0985353365447764,ELF3,OSD-37
AT3G46640,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,-0.2704790864923661,TIC,OSD-37
AT5G02810,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,-1.4550987714172223,PRR7,OSD-37
AT5G24470,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,-0.8263480964125441,PRR5,OSD-37
AT5G61380,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,-1.177802668884434,TOC1,OSD-37
AT1G01060,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,1.2667740457729186,LHY,OSD-37
AT1G75530,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,0.536730980374589,LUX,OSD-37
AT2G40080,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,1.280438003761192,ELF4,OSD-37
AT2G42830,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,2.233085407492828,CCA1,OSD-37
AT3G09600,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,-0.5995963772970943,GI,OSD-37
AT3G26740,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,-0.13944259435007142,ELF3,OSD-37
AT3G46640,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,0.565600103346314,TIC,OSD-37
AT5G02810,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,0.3904600852002892,PRR7,OSD-37
AT5G24470,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,3.2493492075569854,PRR5,OSD-37
AT5G61380,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,0.8957820228134279,TOC1,OSD-37
AT1G01060,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,1.5074850320726423,LHY,OSD-37
AT1G75530,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,-0.6990069910494591,LUX,OSD-37
AT2G40080,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,-1.554623370665269,ELF4,OSD-37
AT2G42830,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,3.5027411054638913,CCA1,OSD-37
AT3G09600,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,3.806998523295219,GI,OSD-37
AT3G26740,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,-0.44094709064028115,ELF3,OSD-37
AT3G46640,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,-1.7467658494858023,TIC,OSD-37
AT5G02810,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,0.9862296840806148,PRR7,OSD-37
AT5G24470,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,-1.7819429940588467,PRR5,OSD-37
AT5G61380,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,-2.06312139986027,TOC1,OSD-37
AT1G01060,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,-0.08084754902198676,LHY,OSD-37
AT1G75530,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,2.168435603325241,LUX,OSD-37
AT2G40080,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,1.058702199640024,ELF4,OSD-37
AT2G42830,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,-0.3812444153296591,PRR9,OSD-37
AT2G46830,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,-0.10007685039880865,CCA1,OSD-37
AT3G09600,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,-1.1613861612134015,GI,OSD-37
AT3G26740,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,-0.9260774932837629,ELF3,OSD-37
AT3G46640,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,0.8824124603373905,TIC,OSD-37
AT5G02810,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,-1.7495001415452407,PRR7,OSD-37
AT5G24470,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,1.284526048051789,PRR5,OSD-37
AT5G61380,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,-0.9468326997530544,TOC1,OSD-37
AT1G01060,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.0018244592806197176,LHY,OSD-37
AT1G75530,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.6990069910494591,LUX,OSD-37
AT2G40080,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.6818235663992899,ELF4,OSD-37
AT2G42830,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.4021101986670766,CCA1,OSD-37
AT3G09600,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-1.4899339307205628,GI,OSD-37
AT3G26740,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.82314733264875,ELF3,OSD-37
AT3G46640,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.5172231678091224,TIC,OSD-37
AT5G02810,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-1.4090467282024817,PRR7,OSD-37
AT5G24470,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.36400464988236103,PRR5,OSD-37
AT5G61380,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,-0.30920222401834924,TOC1,OSD-37
AT1G01060,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,0.10679383934238934,LHY,OSD-37
AT1G75530,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,0.0759521544499199,LUX,OSD-37
AT2G40080,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,-1.2481778247246162,ELF4,OSD-37
AT2G42830,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,0.04883442857844975,CCA1,OSD-37
AT3G09600,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,-0.63768543582113,GI,OSD-37
AT3G26740,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,-0.9036849888842631,ELF3,OSD-37
AT3G46640,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,-0.309742154560769,TIC,OSD-37
AT5G02810,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,-1.135568830601951,PRR7,OSD-37
AT5G24470,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,-0.17807316256736822,PRR5,OSD-37
AT5G61380,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,1.4221734949119744,TOC1,OSD-37
AT1G01060,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,-0.9282653620656027,LHY,OSD-37
AT1G75530,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,-0.6990069910494591,LUX,OSD-37
AT2G40080,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,-0.13872580005337637,ELF4,OSD-37
AT2G42830,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,1.0291156821962923,PRR9,OSD-37
AT2G46830,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,-1.0655990187762188,CCA1,OSD-37
AT3G09600,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,-0.22120739951154123,GI,OSD-37
AT3G26740,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,-0.8024050069834379,ELF3,OSD-37
AT3G46640,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,0.3773543813637219,TIC,OSD-37
AT5G02810,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,-0.2314914114127215,PRR7,OSD-37
AT5G24470,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,-1.154675924259495,PRR5,OSD-37
AT5G61380,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,0.6281344912366509,TOC1,OSD-37
AT1G01060,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-0.6587489761995989,LHY,OSD-37
AT1G75530,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,2.2397143057568805,LUX,OSD-37
AT2G40080,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-1.554623370665269,ELF4,OSD-37
AT2G42830,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,1.7861618752745818,PRR9,OSD-37
AT2G46830,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-0.06496182439908194,CCA1,OSD-37
AT3G09600,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-0.46746461158266284,GI,OSD-37
AT3G26740,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-0.6991972175976023,ELF3,OSD-37
AT3G46640,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-1.9727192239562634,TIC,OSD-37
AT5G02810,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-0.5147419441534942,PRR7,OSD-37
AT5G24470,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-0.1501514996553,PRR5,OSD-37
AT5G61380,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,-0.9833973546025734,TOC1,OSD-37
AT1G01060,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-1.9193468135656788,LHY,OSD-37
AT1G75530,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-0.6990069910494591,LUX,OSD-37
AT2G40080,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-1.1877136734609839,ELF4,OSD-37
AT2G42830,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-0.009336754677176535,PRR9,OSD-37
AT2G46830,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-1.1850364908910942,CCA1,OSD-37
AT3G09600,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,0.35494967401104566,GI,OSD-37
AT3G26740,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-1.3426945959460954,ELF3,OSD-37
AT3G46640,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-0.10522708928470942,TIC,OSD-37
AT5G02810,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-0.1037550622080337,PRR7,OSD-37
AT5G24470,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-1.2058399926931067,PRR5,OSD-37
AT5G61380,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,-0.5768302914450131,TOC1,OSD-37
AT1G01060,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,1.1461853332743952,LHY,OSD-37
AT1G75530,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,-0.6990069910494591,LUX,OSD-37
AT2G40080,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,-1.2579195718647163,ELF4,OSD-37
AT2G42830,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,-0.316140025776301,CCA1,OSD-37
AT3G09600,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,0.08452998318945265,GI,OSD-37
AT3G26740,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,-1.0185980933057563,ELF3,OSD-37
AT3G46640,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,-0.7046393625474822,TIC,OSD-37
AT5G02810,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,0.1544219950983925,PRR7,OSD-37
AT5G24470,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,0.26240600447290247,PRR5,OSD-37
AT5G61380,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,0.39891318202660775,TOC1,OSD-37
AT1G01060,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-0.8151568103047183,LHY,OSD-37
AT1G75530,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-0.6990069910494591,LUX,OSD-37
AT2G40080,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-1.3156804384292196,ELF4,OSD-37
AT2G42830,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,2.1330592498449144,PRR9,OSD-37
AT2G46830,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-1.3134308852235255,CCA1,OSD-37
AT3G09600,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-0.608009394510369,GI,OSD-37
AT3G26740,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-0.6054688910004544,ELF3,OSD-37
AT3G46640,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-0.656048394293248,TIC,OSD-37
AT5G02810,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-0.3189598896341825,PRR7,OSD-37
AT5G24470,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,-0.8367415847083417,PRR5,OSD-37
AT5G61380,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,0.09882117467716396,TOC1,OSD-37
AT1G01060,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-0.9166497296926055,LHY,OSD-37
AT1G75530,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-0.030958902933013,LUX,OSD-37
AT2G40080,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-1.2913782148975572,ELF4,OSD-37
AT2G42830,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-1.2270491741479896,CCA1,OSD-37
AT3G09600,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-1.3697376887132444,GI,OSD-37
AT3G26740,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-1.0552460799254966,ELF3,OSD-37
AT3G46640,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-1.0604908921271587,TIC,OSD-37
AT5G02810,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-1.2530370552793644,PRR7,OSD-37
AT5G24470,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-1.273434393922781,PRR5,OSD-37
AT5G61380,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,-1.931732428706398,TOC1,OSD-37
AT1G01060,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,0.9203274298019001,LHY,OSD-37
AT1G75530,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,-0.6990069910494591,LUX,OSD-37
AT2G40080,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,-1.1878729408697764,ELF4,OSD-37
AT2G42830,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,0.3960536116586112,CCA1,OSD-37
AT3G09600,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,-0.33868118790481855,GI,OSD-37
AT3G26740,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,0.6973856873284711,ELF3,OSD-37
AT3G46640,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,-2.0043121599002176,TIC,OSD-37
AT5G02810,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,-0.37435152853111264,PRR7,OSD-37
AT5G24470,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,1.0068534390476074,PRR5,OSD-37
AT5G61380,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,1.3316141647830353,TOC1,OSD-37
AT1G01060,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-1.5051527681918824,LHY,OSD-37
AT1G75530,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,0.0982474961188799,LUX,OSD-37
AT2G40080,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-0.9252447059193571,ELF4,OSD-37
AT2G42830,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-1.3226605630566777,CCA1,OSD-37
AT3G09600,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-1.5686504111551955,GI,OSD-37
AT3G26740,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-0.9389045374023977,ELF3,OSD-37
AT3G46640,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-0.2589504955928365,TIC,OSD-37
AT5G02810,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-1.0571281386821247,PRR7,OSD-37
AT5G24470,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-1.266505732801103,PRR5,OSD-37
AT5G61380,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,-0.2983220257133371,TOC1,OSD-37
AT1G01060,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,-0.923376673717686,LHY,OSD-37
AT1G75530,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,-0.49637343576425047,LUX,OSD-37
AT2G40080,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,0.9585366360716747,ELF4,OSD-37
AT2G42830,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,-0.8020332958521557,PRR9,OSD-37
AT2G46830,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,0.7405750156504166,CCA1,OSD-37
AT3G09600,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,1.3240035042494753,GI,OSD-37
AT3G26740,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,0.3421638612929418,ELF3,OSD-37
AT3G46640,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,1.5394145502023642,TIC,OSD-37
AT5G02810,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,3.061753444852059,PRR7,OSD-37
AT5G24470,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,0.9596819295265998,PRR5,OSD-37
AT5G61380,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,0.6033031885506283,TOC1,OSD-37
AT1G01060,Atha_Col-0_sl-pool_FLT_Rep2_R1-FL-A4,-0.8188194581322567,LHY,OSD-37
AT1G75530,Atha_Col-0_sl-pool_FLT_Rep2_R1-FL-A4,-0.4001072932949243,LUX,OSD-37
AT2G40080,Atha_Col-0_sl-pool_FLT_Rep2_R1-FL-A4,1.563653830139181,ELF4,OSD-37
