gene,sample_name,expression,gene_name,osd_id
AT2G40080,Atha_WS-0_Whole-Plant_FLT_Rep3,1.8213408525657604,ELF4,OSD-7
AT2G42830,Atha_WS-0_Whole-Plant_FLT_Rep3,0.21028517396950397,PRR9,OSD-7
AT2G46830,Atha_WS-0_Whole-Plant_FLT_Rep3,1.4799407313124247,CCA1,OSD-7
AT3G09600,Atha_WS-0_Whole-Plant_FLT_Rep3,1.4922458194343364,GI,OSD-7
AT3G09600,Atha_WS-0_Whole-Plant_FLT_Rep3,-0.4407149125459126,GI,OSD-7
AT3G26740,Atha_WS-0_Whole-Plant_FLT_Rep3,0.5123054386394602,ELF3,OSD-7
AT5G02810,Atha_WS-0_Whole-Plant_FLT_Rep3,1.6265020222081386,PRR7,OSD-7
AT5G24470,Atha_WS-0_Whole-Plant_FLT_Rep3,1.8944351278925466,PRR5,OSD-7
AT5G61380,Atha_WS-0_Whole-Plant_FLT_Rep3,1.807259481986823,TOC1,OSD-7
AT1G01060,Atha_WS-0_Whole-Plant_GC_Rep1,1.6677877927563487,LHY,OSD-7
AT2G40080,Atha_WS-0_Whole-Plant_GC_Rep1,0.5762590970199416,ELF4,OSD-7
AT2G42830,Atha_WS-0_Whole-Plant_GC_Rep1,-0.6937255119276745,PRR9,OSD-7
AT2G46830,Atha_WS-0_Whole-Plant_GC_Rep1,2.661672086125,CCA1,OSD-7
AT3G09600,Atha_WS-0_Whole-Plant_GC_Rep1,2.986956733996231,GI,OSD-7
AT3G09600,Atha_WS-0_Whole-Plant_GC_Rep1,1.4693994484169768,GI,OSD-7
AT3G26740,Atha_WS-0_Whole-Plant_GC_Rep1,0.08560444029283469,ELF3,OSD-7
AT5G02810,Atha_WS-0_Whole-Plant_GC_Rep1,-0.1705511973691028,PRR7,OSD-7
AT5G24470,Atha_WS-0_Whole-Plant_GC_Rep1,0.48032293085442923,PRR5,OSD-7
AT5G61380,Atha_WS-0_Whole-Plant_GC_Rep1,0.23833724921536023,TOC1,OSD-7
AT1G01060,Atha_WS-0_Whole-Plant_GC_Rep2,1.0319782497752334,LHY,OSD-7
AT2G40080,Atha_WS-0_Whole-Plant_GC_Rep2,0.9761964803778531,ELF4,OSD-7
AT2G42830,Atha_WS-0_Whole-Plant_GC_Rep2,-0.5007220801945304,PRR9,OSD-7
AT2G46830,Atha_WS-0_Whole-Plant_GC_Rep2,2.21119417281099,CCA1,OSD-7
AT3G09600,Atha_WS-0_Whole-Plant_GC_Rep2,2.5038185687361834,GI,OSD-7
AT3G09600,Atha_WS-0_Whole-Plant_GC_Rep2,0.9857370775206972,GI,OSD-7
AT3G26740,Atha_WS-0_Whole-Plant_GC_Rep2,0.4820994008867978,ELF3,OSD-7
AT5G02810,Atha_WS-0_Whole-Plant_GC_Rep2,1.162750901196877,PRR7,OSD-7
AT5G24470,Atha_WS-0_Whole-Plant_GC_Rep2,2.087200155063786,PRR5,OSD-7
AT5G61380,Atha_WS-0_Whole-Plant_GC_Rep2,1.0342704969293641,TOC1,OSD-7
AT1G01060,Atha_WS-0_Whole-Plant_GC_Rep3,0.9691021242607643,LHY,OSD-7
AT2G40080,Atha_WS-0_Whole-Plant_GC_Rep3,1.3999619626520707,ELF4,OSD-7
AT2G42830,Atha_WS-0_Whole-Plant_GC_Rep3,-1.0662278913607717,PRR9,OSD-7
AT2G46830,Atha_WS-0_Whole-Plant_GC_Rep3,1.8682882171728818,CCA1,OSD-7
AT3G09600,Atha_WS-0_Whole-Plant_GC_Rep3,1.4868266118317788,GI,OSD-7
AT3G09600,Atha_WS-0_Whole-Plant_GC_Rep3,-0.3889431839609813,GI,OSD-7
AT3G26740,Atha_WS-0_Whole-Plant_GC_Rep3,0.31104297592320307,ELF3,OSD-7
AT5G02810,Atha_WS-0_Whole-Plant_GC_Rep3,0.6758873234332671,PRR7,OSD-7
AT5G24470,Atha_WS-0_Whole-Plant_GC_Rep3,1.7360752770698897,PRR5,OSD-7
AT5G61380,Atha_WS-0_Whole-Plant_GC_Rep3,1.0485217941799303,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_FLT_Rep1,-0.0805960530976831,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_FLT_Rep1,-0.8962810271557254,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_FLT_Rep1,0.1973117858683899,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_FLT_Rep1,0.09505778908368158,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep1,-0.40191136993986265,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep1,0.985081370730395,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_FLT_Rep1,1.3390689784884116,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_FLT_Rep1,1.0424883608138527,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_FLT_Rep1,1.3777033322376984,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_FLT_Rep1,-1.572860213004994,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_FLT_Rep2,1.273986048144891,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_FLT_Rep2,-1.4425566643231502,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_FLT_Rep2,0.03934678093767056,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_FLT_Rep2,0.5375595261260188,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep2,-0.30639375359998045,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep2,1.0287150968124363,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_FLT_Rep2,1.0529941588173324,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_FLT_Rep2,0.07328888534265596,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_FLT_Rep2,-1.2156817790508665,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_FLT_Rep2,-2.3571611613628742,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_FLT_Rep3,0.5362374051710108,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_FLT_Rep3,-0.6157867485814442,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_FLT_Rep3,0.7476237635546545,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_FLT_Rep3,0.4662877733791562,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep3,0.03835898195823577,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep3,0.02531345079190755,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_FLT_Rep3,1.3155597747393315,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_FLT_Rep3,1.3092842495712815,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_FLT_Rep3,0.6695408339995664,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_FLT_Rep3,-0.09590503614797691,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_FLT_Rep4,1.255924415199845,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_FLT_Rep4,-1.3691637449645682,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_FLT_Rep4,1.3071555243374813,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_FLT_Rep4,0.3520338169116829,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep4,-0.3803435346079247,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep4,1.4917114951963637,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_FLT_Rep4,1.2189838005956741,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_FLT_Rep4,0.7509158758282523,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_FLT_Rep4,-0.4032559304530876,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_FLT_Rep4,-1.6540656421587492,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_FLT_Rep5,0.07551243217286904,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_FLT_Rep5,-1.0020293383483032,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_FLT_Rep5,0.2973667476781445,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_FLT_Rep5,0.22886811668078516,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep5,-0.02168940104018404,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_FLT_Rep5,-0.06157425654151048,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_FLT_Rep5,1.1820318025625212,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_FLT_Rep5,1.2436171626516832,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_FLT_Rep5,0.503399188424655,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_FLT_Rep5,0.6358553988399691,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_GC_Rep1,0.9068833402798436,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_GC_Rep1,-1.4927900508080951,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_GC_Rep1,3.931654469653805,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_GC_Rep1,-0.3217784629285324,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep1,-0.7252746432481827,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep1,-1.2511743257795553,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_GC_Rep1,1.2359452887668994,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_GC_Rep1,0.287439982333526,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_GC_Rep1,-0.594768304930324,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_GC_Rep1,-2.093974087469951,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_GC_Rep2,1.6953387743800141,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_GC_Rep2,-1.052239952330864,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_GC_Rep2,0.794401837933585,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_GC_Rep2,0.4313128755507991,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep2,-0.2167974391251179,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep2,1.198455057282733,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_GC_Rep2,1.0543042402542235,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_GC_Rep2,0.21378632054658833,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_GC_Rep2,-0.37509980176764446,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_GC_Rep2,-1.3587910489704127,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_GC_Rep3,0.2262716244070571,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_GC_Rep3,-1.3831648358081354,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_GC_Rep3,-0.5759458297002437,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_GC_Rep3,0.3197232495933176,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep3,-0.17476618797185464,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep3,0.0037672456656611063,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_GC_Rep3,1.2193773567309896,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_GC_Rep3,0.5585897770194728,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_GC_Rep3,0.6162938940717236,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_GC_Rep3,-1.1108441725883116,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_GC_Rep4,1.2120230696878997,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_GC_Rep4,-1.0640704509639158,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_GC_Rep4,-0.4670799617308284,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_GC_Rep4,0.21283322948422348,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep4,-0.10086477801337489,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep4,-0.19330347845445675,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_GC_Rep4,1.0936678403602453,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_GC_Rep4,0.18579506385751354,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_GC_Rep4,-0.5674684868678028,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_GC_Rep4,-1.0341007470314258,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Shoot_GC_Rep5,-0.29834433729380616,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Shoot_GC_Rep5,-0.8523719841718236,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Shoot_GC_Rep5,1.4913766916343534,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Shoot_GC_Rep5,-0.05271740164760317,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep5,-0.19722472506312255,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Shoot_GC_Rep5,1.1607628953263145,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Shoot_GC_Rep5,1.3152421036467894,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Shoot_GC_Rep5,1.2376080992729865,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Shoot_GC_Rep5,0.5710156911120629,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Shoot_GC_Rep5,-0.6176750504140209,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,0.20988749144817676,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,-0.637598502034834,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,-1.2124471828383556,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,-0.6328870722906778,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,-0.43458327095087446,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,0.6176536738644182,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,0.24806113324781115,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,0.6788881786061224,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,-0.07941586626831305,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1,0.26685777489163653,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-0.1372904787033602,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-0.5547363883367631,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-0.548528792109711,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-0.7641309891693778,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-0.47869896489753944,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-1.2857762692405001,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-0.4229810740936237,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-1.2828022884913088,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,-0.9307151230108193,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2,0.5673323665301545,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,0.09616071876150172,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,-0.8870619079143005,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,-1.1060133455171317,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,-0.46020282143108776,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,-0.1038782438255239,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,0.3426903649527204,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,0.11060632142539749,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,0.8980397198351574,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,-0.6634199076388354,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3,0.4791589569344305,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,0.2457314881190213,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,0.37594900943988935,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,-0.49741443121805046,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,-0.9610344115219203,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,-0.5767097766674831,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,-1.9106022758195909,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,-0.0676424606996883,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,-0.7198451017424335,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,-0.7163920946468029,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4,1.3249015861440163,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,0.1584399139618245,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,-1.191249275980772,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,-1.4777453857269853,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,-0.320379705358308,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,-0.3354738674789302,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,-2.7571379925115638,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,0.0669072637715535,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,0.9306594878676033,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,-0.5526446806450785,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5,0.14659429212201658,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,0.22734166211131349,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,-0.2109417377276199,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,-1.1985056803988026,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,-0.2587176934866152,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,-0.40137439734967867,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,-0.7759400623685435,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,-0.19037969825877224,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,0.06847208026969673,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,-0.4592655630915523,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_GC_Rep1,0.052314937158476536,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,0.611843995177652,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,-0.08256078882259371,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,-0.1653671276270418,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,-0.1773022732140669,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,-0.4482408346589372,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,-0.0986847365544687,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,-0.4246448889972928,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,-0.00992650105911745,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,-0.24096820832281587,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_GC_Rep2,0.6699347840372916,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,0.759354309711343,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,-0.5245492702231286,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,-0.6194418408214311,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,-0.3234176511373714,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,-0.3279756324321168,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,1.3655473205837643,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,0.05735566073838633,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,0.14295313617767974,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,-0.2296234907637669,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_GC_Rep3,0.434769615454035,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,0.3783434851817143,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,-0.20144455786786647,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,-0.3623558016642017,PRR9,OSD-7
AT2G46830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,0.0026027977735888614,CCA1,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,-0.41336782735211275,GI,OSD-7
AT3G09600,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,0.4203810324515417,GI,OSD-7
AT3G26740,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,-0.6514407541276441,ELF3,OSD-7
AT5G02810,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,-0.27300500201019706,PRR7,OSD-7
AT5G24470,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,-0.4740521197066605,PRR5,OSD-7
AT5G61380,Atha_WS-0_Col-0_Hypocotyl_GC_Rep4,0.6401391289736642,TOC1,OSD-7
AT1G01060,Atha_WS-0_Col-0_Hypocotyl_GC_Rep5,0.362148845119792,LHY,OSD-7
AT2G40080,Atha_WS-0_Col-0_Hypocotyl_GC_Rep5,-0.8979108202872952,ELF4,OSD-7
AT2G42830,Atha_WS-0_Col-0_Hypocotyl_GC_Rep5,-0.011608949158860864,PRR9,OSD-7
